text,sentiment,__source__
Just watched the 'Final Break' final prison break episode. It was great. Farewell Prison Break. You will be dearly missed.,neutral,train_csv
"Hope everyone is okay, especially Americans who are affected by the fire or the Swine flu(h1n1) . OKay, I should pray for them",positive,train_csv
<3 KoRn... You guys are champions of the world,positive,train_csv
" well, the customer is always right (at least that`s what they tell me)",neutral,train_csv
"i juz registered my cp in twitter, but my tweets wont go thru? Argh..Hmm wanna follow my idols lyk  away from the PC..",negative,test_csv
 Doubtful! It`s going to be on 24/2!,negative,train_csv
" Wah, why are you sad?",neutral,train_csv
Birthday girl in the house!! Tweet tweet suckas,negative,test_csv
 sorry didn`t get to see you,negative,train_csv
 NOOOOO I hate traffic,negative,train_csv
I`m quite afraid to string now since I don`t have any .024 wire use,negative,train_csv
 http://twitpic.com/4jjdx - Soak your had in hot water (but not boiling) for about 30mins - it`ll pull them right out,neutral,train_csv
" Shoot, Rob I missed it. Just got home.",negative,train_csv
"Sasha`s helped too, of course",neutral,train_csv
 - Wtf Polyvore? what`s that?  enjoy it though.,positive,train_csv
i`m hungry but can`t eat anything right now because my tongue hurts so bad.,negative,train_csv
 p.s. i heart your face,positive,train_csv
Momma martini went food shopping without me!!!!,negative,test_csv
soo tired.. still kinda angry that i missed the concert,negative,train_csv
 hehee!! yea its supposed to sound mean.. hahhaa,negative,train_csv
Good Morning Everyone. !.!. Time for work,neutral,train_csv
" hi cs, welcome to the twitterverse, if i can help with anything, just ask",positive,train_csv
"And i ain`t happy go lucky, its just today... The world don`t feel ugly",neutral,train_csv
 Is a **** but she`ll never know I said it cuz she doesn`t love her twitter,negative,train_csv
" yeah I`ve been there, my son is two so we go to only the kid friendly places now;) congrats on the baby!",positive,train_csv
 haha!! someone with an axe just popped up at you Scenie!! what did you do???,neutral,train_csv
_Doll Yes! I live in Milwaukee and would love to attend a closing talk,positive,train_csv
karma is a **** ! i just got hung up on  lol i`m still a big dawg though,neutral,train_csv
 I only saw urs by chance. Who else would have that name! Think I`ll b missing 2nite too.  Thank god for YouTube.,positive,train_csv
 my bad homie,negative,test_csv
getting bored of walking up and down the stairs,negative,train_csv
In the middle of breakfast the school called.Yep...back to get Shey...AGAIN.3rd migraine this week or maybe one that never went away,negative,train_csv
 Warren has just died.. hannah has been killed.. and I`m gutted!!! I love warren (even if he is nasty!!),neutral,train_csv
" Poor kitties  If there`s nothing that can be done, hopefully you`ll at least be able to find her a good home",positive,train_csv
 Thanks for making me laugh,positive,train_csv
" Hey welcome to VA, LOL.  It`s muggy up here by DC too.  Worst part of summer I`d say",neutral,train_csv
"talkshow with Larry, then Cage?",neutral,train_csv
Happy nurses week! It`s our first one as rn`s,positive,train_csv
"Can you dig it, sucka?  Booker T.  Former WWE Wrestler",neutral,train_csv
in media still havnet found ipod,neutral,train_csv
Morning world! back to the office after longgggggggg weekend,neutral,train_csv
I hate the dentist,negative,train_csv
Goodnight;,positive,train_csv
"Hope I`m not coming down with piggy flu, eyes red. Neck no longer holds up heavy head. Time for sleep.  Sogni D`oro all!",negative,train_csv
 why that`s a halo,neutral,train_csv
My TI89 died. I don`t know why.,negative,train_csv
 looks same in Noida too,neutral,train_csv
officially misses Quark.  huhuhu! i had no heart hand partner and no one to dance with tonight! come home so... http://plurk.com/p/x2k1z,negative,train_csv
Lol..2 people in falcon..and boo one of them being becca,neutral,test_csv
http://twitpic.com/67qv3 - Me at Forever 21  Ethan couldn`t be there,negative,train_csv
Updating to the latest version of Adium now. What a great app!,positive,train_csv
 Or your mobile doesn`t like me,negative,train_csv
can`t believe he has to wait till October to see 'Up!' when Americans get to see it this weekend.,negative,train_csv
Fb I hate when I try & support my local bookstore & they never have what I need,negative,train_csv
it`s midnight.,neutral,train_csv
Going to the grocery store with my Best Friend,neutral,train_csv
"Its a real shame that its not nice and sunny outside, it would of been nice to have another BBQ  NVM....",neutral,train_csv
 : They R sending TW business ppl 2 the mainland 2 return the favor - Re: Chinese police representatives in TW,neutral,train_csv
 Poor you   If I was with you right now; I would probably give you a hug ;D,neutral,train_csv
Just realized I hold a membership in the gym - saw my bank statement,neutral,train_csv
 grrrrri want you to come  kiss justice for me !!!,positive,train_csv
 really?!?! It looks like its going to rain here but its all just gray.... La is a bummer sumtimes,negative,train_csv
"Handed out evaluation forms to my marketing 1 tutees today, one filled out that I was `aloof & condescending`! The rest love me though",positive,train_csv
Rode a jeep home with my mentor. Heard his story being in UP FineArts. Pretty cool.,positive,train_csv
Chatted with my old schoolmates. Awww  I miss my Highschool.,negative,train_csv
 I`m sure some1 will **** out and play. I`m workin through til midnight.,neutral,train_csv
"Reinstalled Ubuntu on my laptop, this time using ext4; the new filesystem. System boot time, from GRUB to full operability: 30 seconds",neutral,train_csv
 Aw  yes we had it out for weeks got asked to return it in end! I wish they had just bought it for me! never mind ??,positive,train_csv
"Going to i don`t know where with taylor,dolton,jacob, chris and my sister.",neutral,test_csv
Hm... TweetDeck has lost all old replies.,negative,train_csv
wtf come i need this day to go by,negative,train_csv
 bud light?!?!?!  up in Massachusetts and no Boston Lager?  Guess I won`t catch the next flight   njoy!,positive,train_csv
back on the twit. much hw`s to do... will post something interesting when i think of it,neutral,train_csv
man iCant send love on Bebo. Cuz im on Skoo Comps. UGH! thiss sucks.,negative,train_csv
"**** on the beach, cosmo, kamikaze, captain america, ahhh fun night. Still not over.",positive,train_csv
I`m hurtling headlong into a day of spanish and art. but my view is: after tomorrow it`s just REVISION and extra frees,negative,train_csv
" is making cupcakes and says i can`t have any  kelli, you`re a bad sister.",negative,train_csv
 You`re gonna wear pink outfits??? I assume she bought it for you,neutral,train_csv
someone take me to LA  I NEED TO SEE THE LEMON TREE,neutral,train_csv
 im having trouble finding really yummy egg free ice-cream   #favoriteicecream - got any recommendations anyone?,neutral,test_csv
"I had a dream that I went to Evo fest, but I didn`t.",neutral,train_csv
 what have you been up to ?,neutral,train_csv
I wish Joe Bidden was on the train with me.,positive,train_csv
tired goodnight everyone,neutral,train_csv
just got home.  errrr... V.Luna hospital is so far. :|,negative,train_csv
i wish paramore would come to ireland,neutral,train_csv
 whoa steady there mate don`t fall down,positive,train_csv
And trash repops.  Getting it tomorrow night I suppose.,neutral,train_csv
On my way home...then SLEEP! Seeing Amber Pacific tomorow with the besties,neutral,train_csv
is loving Mortal Combat right now!,positive,test_csv
 No wonder we`re married.   Night love. <3,positive,train_csv
looking forward to Ben`s baseball game tonight,neutral,train_csv
Yay for birthdays  sadly my voice is almost gone :/ but it was a pretty good night!,neutral,test_csv
 am I not good enough,negative,train_csv
 I like all the songs  I can`t say just one guys! love ya,positive,train_csv
" Yes, I really do.",neutral,train_csv
@_Flik_ Good one.   Might think about it for this year`s NaNoWriMo competition.,positive,train_csv
 Stress-free is the way to be,positive,train_csv
Miley Stevens - Waterhouse is at Jhy`s house  http://apps.facebook.com/catbook/profile/view/6402509,neutral,train_csv
Did 15 mins on expresso #cycling (3 miles) and beat my last time by 40 seconds.  Then lower body weights.  Now ready for work!,neutral,train_csv
" hi, the parody for iPhone is hysterical, not because it`s funny, but because one cannot play the video on iPhone",neutral,train_csv
 i`m on twitter! go me. i have no idea how to work it.,neutral,train_csv
_Da_Realest hehe hell. I`m finna qet to drankin DAMNIT.,negative,train_csv
 looking forward to your mandarin album.  Hope that you will come Singapore again,positive,train_csv
NKU - I can get that app after all!,neutral,test_csv
the  2009 convention ( http://tr.im/mLvw ) doesn`t look that great this year  - going to vegas then sounds much more fun,neutral,test_csv
 what? whyyyy?,neutral,train_csv
 dude... i tried the vegetarian thing and i lasted about 2 months... good luck!!! going vegan is intense!!! good move though.,positive,train_csv
Just got an IM from another co-worker who just got laid off. Lots of people becoming unemployed,negative,train_csv
Prom was awesome.,positive,train_csv
" Need a tickettttt  Gah. Ya you`ve got me on there, reason346.. Haven`t listened to dear Elliott for a few weeks...overdue..",negative,train_csv
i was so bored i decided to iron all my baju sklh. thn i realized i hate doing tht. so all i did was iron a sleeve HAHAHA. im off to schl,neutral,test_csv
 Hey! That`s about what ours was... for round 1. :/ Round 2 next week...,neutral,train_csv
 haha! sorry to hear that,neutral,test_csv
is watching 'Sicko' and is utterly digusted with this country...,negative,train_csv
 not really sure. need to deposit and save some money,negative,train_csv
Writing this paper is a lot harder then i thought . LOL,negative,train_csv
" Well, guess we just make a pretty great pair.  So, I don`t think our birthday date is going to happen. :`(",negative,train_csv
 I don`t get as much time here either. It`s going to get worse now that the girls r home for summer.  It stinks.,negative,train_csv
 I would but you`re too far away,negative,train_csv
"I`m looking forward to going home tomorrow, but I really wish it was for a different reason.",positive,train_csv
 Awww   I told you when I would change it. I suggest you try to get in touch w/ Dre`s people. LOL,positive,train_csv
 i`ll do whatev but i dont have anything to wear,neutral,train_csv
Doing accounts revision. Boo,neutral,train_csv
 i quite like God Save Our King too,positive,train_csv
Happy Mothers Day to all the mums in my life and those that are not,positive,train_csv
" not to sound preachery or anything, but my iphone is amazing.  haven`t had an issue since the 2.0 firmware   {wink wink}",positive,train_csv
THE VIDEO IS FINALLY DONE WOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO!,neutral,train_csv
jungle book 2 is sooooo cute.. i have nothing to eat or drink,positive,train_csv
Cant fall asleep.,neutral,train_csv
" my mac`s hard drive crashed then i brought it to powermac, they couldn`t recover the files  no back up (",negative,train_csv
Done a bump out and now back in bed seemingly unable to muster the energy to get up again  Sundays are great.,neutral,train_csv
" thanks for the #ff shoutout -you stuck an extra e in my username tho, so the link doesn`t work",neutral,train_csv
Re-pinging : why didn`t you go to prom? BC my bf didn`t like my friends,negative,train_csv
 love session 2 of king of queens,positive,train_csv
Had a nice dinner with the hubby and now on our way home  45 min drive out of the city. *sigh*,positive,train_csv
  i wlda seen it wit you! dummyhead.,negative,train_csv
"Work, work. Me not that kind o` orc.",neutral,train_csv
 i want 2 but i dinna hink it`ll get shown in elgin n got nae1 2 go with(n),neutral,train_csv
sweet nk dreams love you all,positive,test_csv
"And I`m back, from a sooper dooper, extra bharia, extra dhumchik two day stay at mom`s place, yay!  It`s a fun fun feelin`",positive,train_csv
 does this mean you`re leaving me?,neutral,train_csv
Don`t know what the heck to do with the space of time between now and BGT    Bored.,negative,train_csv
watching chicago.  honeyyyy im with you I miss me some hey arnold! and wild thornberrys,negative,train_csv
 - I did see it...looks so retro!   I wouldn`t say no to rerecordings...fans LOVED Given One Change.  You have CS Fans!,neutral,train_csv
"Just went through my piggy bank, man there was a hell of a lot of money in there! I can easily live out of just it for the next 2 weeks",positive,train_csv
 still @ the courthouse!     Happy to have a job... sad its this one!,neutral,train_csv
gotta restart my computer .. I thought Win7 was supposed to put an end to the constant rebootiness,neutral,train_csv
"is having a well-deserved break today..NO PHONE CALLS, NO EMAILS..only plenty of catch up movies to doooooo",positive,train_csv
where u at?,neutral,train_csv
" Remeber my blue dolphin?  I wore it out, thinking Victoria day gift for me?",neutral,train_csv
OMG. Period cramps are FTL. So much pain.,negative,train_csv
more work to do,neutral,train_csv
 You`ve made me look at old pictures of my cats.  I want them to be kitties again,neutral,train_csv
good morning - thank you for my hot cup of tea ,positive,train_csv
"Not making good time, **** Chicago traffic  - Photo: http://bkite.com/07XOh",negative,train_csv
time to mow the lawn.,neutral,train_csv
"Right, I must be off to do some sewing. Bye x",neutral,train_csv
Art History Quiz...  I didn`t study,neutral,train_csv
"When youre kawawa, you make me kawawa cuz i hate seeing you so kawawa`s  ohhhhh <3",negative,train_csv
Bloody sunburned,negative,train_csv
isnt going to the movies!! i got grounded,negative,train_csv
I want to see Drag Me to Hell. But I get the feeling none of my friends will go w/ me,negative,train_csv
Back from LAAANDAN.  Miss it already   check out my new giant purple bow and gold wing necklace. I <3 TD http://tinyurl.com/m5y2mw,negative,train_csv
 dammit i had the passes but i am still at work,negative,train_csv
 Actually I think the NA release date was confirmed for September so it`s a bit more of a wait.,neutral,train_csv
its too early to be up,neutral,train_csv
  just listened to the songs on your myspace.  really good,positive,train_csv
Facebook Farm town become slower and slower,neutral,train_csv
 Haahaha omg.. dude I read that and almost choked.. haha thanks,neutral,train_csv
can`t tell you how thrilled I am to have just had a nosebleed.  first time in ages.  overjoyed doesn`t cover it.  urgh,negative,train_csv
Sometimes knowledge is not a good thing.    http://digg.com/d1sPp7,negative,train_csv
 womp womp woooomp!,positive,train_csv
it makes me sad when people phones are sick,negative,test_csv
Noooooo worst news ever today my tattoo artist is moving omg what am I going to do!?!?!?!?,negative,train_csv
I am currently doing a few posts on my business blog http://venturefile.com  check it out if you like it,neutral,train_csv
 I will be sending it to you when I get my first check if I make enough lol I have only worked like 8 hours so far,neutral,train_csv
  hey hey hey b,neutral,train_csv
_A i have but you know it`s not that easy..,neutral,train_csv
 why are you surprised?,neutral,train_csv
" i know, i was on the list, but had to miss out b/c of conflicting plans  how did it go?",negative,train_csv
 You seem Cool,positive,train_csv
"Gee I`m totally hatin` this , like for real ! I mean like, duh ! I`ve studied enough, and all that I need is refreshing tonite ! Hard ?",negative,train_csv
 people r weird,negative,train_csv
" Concord & Irvine, CA only. That`s it for `09.",neutral,test_csv
_Inc Sounds good. I still like Fridays although it means for me that I have to go to work tomarrow,positive,test_csv
Feeling bad that  didnt get to see UP,negative,train_csv
"i`m sorry i`m neglecting you, twitter.",negative,test_csv
 WILL DO!! (of will did?? lol ) great episode,positive,test_csv
 I know.     #hhrs,neutral,train_csv
Heading home. Could really have done without banging my head on the way into the bus,negative,train_csv
 Chabibi. It`s a long running joke. I don`t give a flying **** if anyone follows me at all!,neutral,train_csv
eating my roommate`s cereal. sorry bro,negative,test_csv
 Thanks though - am trying to be positive!!  Wine may not be helping lol!!  Wish I could make the gigs.....,positive,test_csv
_crow he`s happy because hs is there haha I know we would be,positive,train_csv
Pug just woke me from an incredible sleep!,negative,train_csv
I`m siiiiiickkk  I dun feel good!!,negative,test_csv
"Had a BLAST this weekend with my sweet girls in Vancouver, watching my awesome Celtic lads... AND I got to see Alissa! Now I`m home",positive,train_csv
It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal,neutral,train_csv
he`s pretty cute.,positive,train_csv
twittering after 2 days!,neutral,train_csv
 I couldn`t find any extendable ones.,negative,train_csv
"_esl  If in doubt, wash separately   Normal concern is something fading onto the white.",neutral,train_csv
  that`s no bueno...hope u feel better!,positive,train_csv
 two. Just going to visit someone,neutral,train_csv
 watching dor on utv movies again great performance,positive,test_csv
Its beginning to get way too hard to please all of my friends at once,negative,train_csv
" and yep, you`ve converted me to Blip.  Been great to hear a lot of others suggestions - some pretty great stuff!",positive,train_csv
 TY very much for FF,positive,train_csv
" You`re a fine looking set of neighbours, I must say! Lots of compliments have been showered upon your header graphic too",positive,train_csv
 I`m sorry you won`t make it.,negative,train_csv
" curing le hangover from an epic night, bruised `n battered from a hectic go-karting session. pretty satisfied thank you very much",positive,train_csv
Happy mothers day mom!!!  i love you.,positive,test_csv
 I`ll have to wait for the YouTube links,neutral,test_csv
SO MUCH WORK !,negative,train_csv
only 2 more days of minnie,neutral,train_csv
Class until 9:30  yes on a Friday night...,neutral,train_csv
getting rained out @ the devon horse show.  *head desk*,neutral,train_csv
iamkiara__  im so sick  I fell over last night outside coz I was putting something in the bin,negative,test_csv
"'Patchouli oil & incense had a surge in popularity in the 1960s & 1970s, mostly among devotees of the free love & hippie lifestyles.'",positive,test_csv
"happy bank holiday monday twitter! bath time, spring clean, movie marathon , lazy day",positive,train_csv
  o sweet i saw him last year with kenny & sugarland will be with kenny this year.. i have seen them b4... love them.. gknight,positive,train_csv
 aww what kind of dog do u have? I have a chihuahua named Zoey,positive,train_csv
need to go to work soonish but i really dont want to  also trying to save money... life is fab (not),neutral,train_csv
`Allo there twitter  how are we today?,neutral,train_csv
My voice hurts. No We We Rock You the musical singing tonight..,negative,train_csv
 nooooooo!! not the receipt!!  don`t break my heart,negative,train_csv
" no, not yet  i have 3 weeks left!! :O do you have summer holidays now?",neutral,train_csv
" I have been subtly replacing it with 'penetration testing' when I see it, but nobody`s caught on yet.",neutral,train_csv
 oh yeah them too. LOL,neutral,train_csv
"Ugh, still sick. This Calgary cold has lasted forever.",negative,train_csv
" IM SORRRYY  i went to the cinema with my broth.. cause im cool.. and yeah im sorrrry  TOMORROW THO, ILL MAKE SURE OF IT",neutral,train_csv
 Yu th? trang nÃ¯Â¿Â½y xem  http://bit.ly/kMxHk (recommended by ),neutral,train_csv
 anyways have a severe headache ryt now! i jst love dis cup of tea i made me self!! its makin the headache go away,neutral,train_csv
" I`m guessing the belt thing is a no-go since I didn`t hear back..Sorry  Stop by this weekend, we`ll talk bout the ring, etc.",negative,train_csv
"For some dumb reason my dresser is sticky on top. And for another reason, a family history book got attached to it  Now the back is jacked",negative,train_csv
 well just remember that tmrw is another day and hopefully won`t be as craptastic. sorry girrrrl,neutral,train_csv
_G yup - that`s where I watch all my movies,neutral,train_csv
I want my Katie.,neutral,train_csv
"finally friday , but still grounded till next thursday    -- stereos = life <333",positive,train_csv
he just fully yelled  saying dnt be so fcking stupid grow up! stop with this band **** then... throws the remote at me thnks love u2,negative,train_csv
" Even more so bc I drove their asses to Chandler, which is why I am just now getting home, an hour and a half later. LOL",neutral,train_csv
Forgive me good lord for this time I /knew/ wat am I doing.. Except the mighty oracle just didn`t *&@#ing care to fully support UnixODBC.,negative,train_csv
 yes please  and if you`re gone i might actually get some work done lol,neutral,train_csv
I`m grounded til tomorrow. Sorry to anyone I made plans with.  It`ll have to be tomorrow. (annoyed) http://plurk.com/p/x332r,negative,train_csv
This is the last time to get it right...  hello loves....,positive,train_csv
Can I get some gd news for gods sake,negative,train_csv
 who knows  It makes me sad  lol,negative,train_csv
 Yeah. It totally sucks.  I hate not being able to breathe! Thanks for the ff!,neutral,train_csv
" i love the new hairdo! haha, and i live in NY too, so yeah it was REALLY hott!",positive,train_csv
Been working on my freakin` computer trying to save stuff on a harddrive and it seems I failed miserably.,negative,train_csv
"Monday is here, One more day",neutral,train_csv
 ~Congratulations Daddy,positive,train_csv
 Good to see you back. Sorry that happened to you,neutral,test_csv
 Hahaha I miss Bradddd and all of the guys and KEITH.,negative,train_csv
missed my friggin hair appt!!!,negative,train_csv
 - thanks for the reply. Of course it doesn`t really explain it  I googled it but found no explanation.,neutral,test_csv
_Guy Would luv to hear music too but iÃ¯Â¿Â½m out of batteries - the tv plays besides but i think this is some kind of vampire movie,positive,train_csv
" Yessir, yessir, three cheeks full.",neutral,train_csv
it`s Mothers Day today,neutral,train_csv
" shame I dont still have my 286 compaq portable, which was really anything but portable LMAO, last tweet 4 now, toodle pip",negative,train_csv
" new album is truly genius, so happy with it",positive,test_csv
 hahaha we just won`t tell him will we?,neutral,train_csv
" It`s been fine for me for like, a week, but now it just won`t load.",neutral,train_csv
 Someone hardcoded 650mb into my brain back in the 90s,neutral,train_csv
 nope i cant figure out how to get the updates on my blackberry. . . i need to go running too,neutral,train_csv
Mmmm holiday commercials really ARE nice,positive,train_csv
Does anyone know how to scale a pic down I`m trying to change my pic but all my pics r 2 big n I keep cropping them...HELP,negative,train_csv
 AHHH! still not following!! Do you think she forgot??,negative,train_csv
Happy mothers day to all of you amazing moms!! Hope you have a wonderful day with your loved ones. You deserve it!!  You do a great job!,positive,train_csv
hey thanks for the follow  ..,positive,test_csv
Just like the old days  drinkin at the old spot .,neutral,train_csv
Just booked some tickets for Jessicaaaa.,neutral,train_csv
   Happy mother`s day to your moms.,positive,train_csv
i`m staying up to watch it,neutral,train_csv
Missing the shotgun match because I was guilted into going to the store with the wife.,negative,train_csv
 thanks for the #followfriday as you can see us South Africans were on holiday on fri,positive,test_csv
is going to the Derny race with Sofie & Cindy.... And i`ll see Eric there !,neutral,train_csv
Oh no! I used my internal sig for an external e-mail  ****. #fb,negative,train_csv
Wow it`s definitely Friday- the gym is completely empty! What to do? I`d like to play the wii but I guess I`ll vacuum,neutral,train_csv
I miss my wacom. Especially the mouse. Laptop touch pad is horrible,negative,train_csv
Im a loner  haha suckss,negative,train_csv
Trying to reorganize plans for tonight uggg  Hopefully it will still be lots `o fun!,positive,train_csv
I miss vlogcandy,negative,train_csv
i can`t wait. 2 more days till happiness.,positive,train_csv
Everything I usually watch is pending!  http://eztv.it/index.php?main=showlist,neutral,train_csv
I`m dragging myself out of the low point. Slowly. And with wine to assist. Prob not v sensible but these lows don`t hit very often.,neutral,train_csv
 um Mr. Deadly Sir . Can You Please Follow Me On twitter .,neutral,train_csv
 don`t you agree?,neutral,train_csv
thx for the tip.  how did you figure that one out?,positive,train_csv
Walking from Teignmouth to Dawlish   http://twitpic.com/4jf4k,neutral,train_csv
 Would be nice if he did,positive,train_csv
Huge headache...goodnight!!,neutral,test_csv
Omg i here thunderrrr i wish i was home  i love cuddling with a blanky during a storm,neutral,train_csv
Thankful for last minute doc appointments... Baby girl has a temp of 105.+  sitting at the doc`s waitin`,positive,train_csv
Sorta needs to somehow forget that its E3 in LA practically during my ethics exam and self-imposed revision time.,neutral,train_csv
"****, can`t sleep.  feening for cigs. i`m horrible. :X",negative,train_csv
add me on myspace?? www.myspace.com/pwnage_org  -> pcFOpc,neutral,train_csv
"Dear Daniel, good news from Nintendo! They want you as a potential Lotchecktester! Hoffentlich wirds was mit der Stelle",positive,train_csv
 -thanks i hope i do 2  iv been playing dmc4 like 5 times kinda sick of it hehe,negative,train_csv
 did you have an amazing time?,neutral,train_csv
let me dream about my spock now goodnight,neutral,test_csv
 Home Friday makes me  too!!!,neutral,train_csv
Off to bed I go to dream of a world where Wal-Mart and Liquor stores all get blown up,negative,train_csv
in my room its too **** warm! windows open but im still cooking !,negative,train_csv
 when I tried to go to her`s I got this message 'That page doesn`t exist! ',negative,train_csv
"No burgers to be found. New (old) camera to play with though, so that`s excellent.",positive,train_csv
Happy Mothers Day to All the Mom`s out there!! We Love You!!!,positive,train_csv
watching JONAS,neutral,train_csv
 you`re so far,neutral,train_csv
" Lmao dimples naww thats cute , ok ill try to remember first of winter is dimple day",positive,train_csv
I`m still at the mothers day lunch at my uncles house. Having a nice time!,positive,test_csv
 crossing my fingers for ya! & hey you`ll be on my side of town!  Welcome! LOL,positive,train_csv
"_B I don`t know but they aren`t worth it, only 6 people actually showed up lol",neutral,train_csv
_mejer I couldn`t remember what all the different cords meant. I lost half of them leaving the graduation anyway.,negative,train_csv
"i always have 2 do xtra cleaning b4 leaving... so now were on da road  on 2 springhill suites, then cafe 360, yum!",neutral,test_csv
"_Day26 awww man, its nott",neutral,test_csv
" You did know, you just couldn`t remember!!",negative,train_csv
Wish i was famous like some of d people im following,neutral,train_csv
Headed to drop my lil cuz off at the bus stop! Then its back to the bed to read my book!  relaXin on my day off.,positive,train_csv
 he didn`t know there was going to be a test,neutral,train_csv
"aaauuuggghhh! in n out, check! mcdonald`s, check! haha, next is hot cheetos!",neutral,train_csv
Busy day! No time to tweet  Bmore what`s happening this weekend?,negative,train_csv
"Loving the weather this weekend, shame i`m back into work tomorrow",neutral,train_csv
 Hiya! You might want to delete and retweet - the link to your blog doesn`t work,neutral,train_csv
 I don`t know what to write anymore! My mind must be tired. It`s past midnight here already. Do a tour in the Philippines?,negative,train_csv
My back is killing me...  It won`t keep me from dropping it low...hope I got someone to pick it back up tho... LOL,neutral,train_csv
 Thanks bro but I`m awake already  How are you?,positive,train_csv
 Etsy handmade cards weren`t any good?,neutral,train_csv
making margaritas and about to watch Milk. Good times,positive,train_csv
 Ohnoes!   That`s icky!,negative,train_csv
"Well thats me for the day, watching Panthers tonight beat the Saints (fingers crossed) cause there are no QLD teams playing this round",neutral,train_csv
Jimmy Eat World`s initials are JEW....new favorite band,positive,train_csv
holy ****. where did all my time go? =/ gta4 has sucked away my life.. and wasted a whole week! ...i wish i had more self control,negative,train_csv
" don`t frown my lil aussie, I still love you! *muah*",positive,train_csv
_01Xx   dont leave us !!! whats up ? ****,neutral,train_csv
 anytime. I aim to please.,positive,train_csv
 i love you kim kardashian i watch your tv show keeping up with the kardashians ur blessed with good looks,positive,train_csv
WH Correspondant`s Dinner Rocked! Wanda Sykes was hilarious and Obama wasn`t too bad  Happy Mother`s Day to all the mom`s out there......,positive,train_csv
 yep,neutral,train_csv
" Aww, I had one yesterday, they suck",negative,train_csv
 yaaay for u cleaning ur room. I said hi to u the other day & u didnt write me back,negative,train_csv
" heh, you seem to have a complex about your iPhone jealousy. This self-denial is harmful! Just let it out.",negative,train_csv
"four shots of novacaine in my mouth  my right cheek is totally numb, booo.",negative,train_csv
 i wish you could come to Swindon...2 hours away...its my dream to meet you  xoxo,positive,train_csv
some of my new followers are pretty cool peeps; check `em out.,positive,train_csv
 hahahahahahahahahahahahaha  that could be interesting,positive,train_csv
"Bed!!!!!... its time,..... hope i go to school tomorrow, all though i don`t feel very well right now",negative,train_csv
" as a nj native, i thank u",positive,train_csv
" Thank you  I liked Joe`s clothes` being ripped off and then Kevin screaming, 'Who are you!?!' XD",positive,train_csv
 Oh no!! I hope it`s not bad,positive,train_csv
" Thanks. I am greedy, looking for a full fledged widget (a la twitter) so I can like and share from within NV. 2 much to expect?",positive,train_csv
 I know!! our cats could be family  mikesh is so cute!!,positive,train_csv
"Well, I`m here, good morning/brunch-ish I took my exam, think I did good",positive,train_csv
Mother`s Day is THIS Sunday.... don`t forget to send her something special  http://www.youtube.com/watch?v=ExpmTEVSFQg,positive,train_csv
Wishing it was naptime,positive,train_csv
 poor grace!!! You need to date a cute male nurse.,neutral,train_csv
why doesnt he want me anymore,negative,train_csv
" will u give ur mother anything special? I`ll make a cake and make sure mine gets a stressfree day =p cheesy, but it works",positive,train_csv
 i know  i`m tweeting more now though don`t you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!,negative,train_csv
BGT!!!!!!! - Will be gutted when it finishes tomorrow  - Stavros Flatley all the way!,negative,train_csv
Hate washing my hair! Because then it has to be dried & straightened.  And then i find the grey hairs in the middle layers of my hair,negative,train_csv
 sure I would like some cream right now,positive,train_csv
I am finally on a roll... now time to stop.   Is it weird when you love what you do?,neutral,train_csv
"Will be going to Indiana Baptist Sunday, Pray for summer missionaries...",neutral,train_csv
 No u miss me !!!!! LOL,negative,train_csv
 Cool. You should qik some stuff from the newsroom sometime. LOL.,positive,train_csv
Sitting outside in the cold by the ocean with a glass of wine.,positive,train_csv
"Wish you were here, babe",positive,test_csv
 Amazing.  Thereby proving we cannot believe anything we see,positive,train_csv
Going to Jack`s for dinner with my BFF!,neutral,train_csv
 hey Sherri -- don`t give up b/c they`re married; they may have a brother or a friend!,positive,test_csv
I`m getting more and more followers... look out Ashton!,neutral,train_csv
"It`s a sad day, found the first scratch on my car.",negative,train_csv
 ya I just NEVER play it...I`m basically only using my PS3 these days,neutral,train_csv
Happy Star Wars Day everyone!  Whats everyone up to this rainy bank holiday?  I am heading out soon for coffee with my mum then shopping,positive,train_csv
"just took my best friend of 13 years, How well you know Katie Outzen quiz and failed, how does that happen? its just so sad!",negative,train_csv
ooo how i love a bank holiday  x,positive,train_csv
 you can use my alotment,neutral,train_csv
Head hurts bad,negative,train_csv
"Ugh im so tired and i hardly did anything but play with my niece, Im goin to bed Goodnight eveyone! <3",neutral,train_csv
Playing Monopoly Jr. with the lil one.. Cheating isn`t as much fun when the other person has absolutely no idea,neutral,train_csv
" happened about three weeks ago. Why, is there a serial card fraudster on the loose?",negative,train_csv
_pollard I have no denial for this because it is the **** truth,positive,train_csv
 Baking WIN! Thanks for that!,positive,train_csv
"Awake again , I give up , I`m going to ready for today",neutral,train_csv
 yay! welcome to the etsy-seller world,positive,train_csv
 - haha you do that mate  btw have you seen a film called american history x starring edward norton,neutral,train_csv
 what happened?  are you suffering from neck/shoulder/back pain like me?  i can`t move either,negative,train_csv
